texture_name,delimiter_1,x-tile,y-tile,placeholder,x-res,y-res,delimiter_2,actual_num_TGAs
post game victory_3_4.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
raindrop.sst,b'\x00',1,1,b'\x00\x00\x00',16,16,b'\x00',1
res_crudet.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
rock_1_1.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
rock_1_2.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
rock_1_3.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
rock_1_4.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
rock_2_10.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
rock_2_11.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
rock_2_12.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
rock_2_13.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
rock_2_14.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
rock_2_15.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
rock_2_16.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
rock_2_1.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
rock_2_2.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
rock_2_3.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
rock_2_4.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
rock_2_5.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
rock_2_6.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
rock_2_7.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
rock_2_8.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
rock_2_9.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
rock_desert_1_1.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
rock_desert_1_2.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
rock_desert_1_3.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
rock_grass_1_1.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
rock_grass_1_2.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
rock_grass_1_3.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
rock.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
rockysand_1_1.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
rockysand_1_2.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
rockysand_1_3.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
rockysand_1_4.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
sandybeach_1_1.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
sandybeach_1_2.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
sandybeach_1_3.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
sandybeach_1_4.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
scenario_cancel.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
scenario editor.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
scenario_history.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
scenario_map.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
scenario_movie.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
scenfull_1_1.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
scenfull_1_2.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
scenfull_1_3.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
scenfull_1_4.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
scenfull_2_1.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
scenfull_2_2.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
scenfull_2_3.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
scenfull_2_4.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
scenfull_3_1.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
scenfull_3_2.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
scenfull_3_3.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
scenfull_3_4.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
scenpart.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
scenunit.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
scoutbehaviornormal.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
scoutbehaviorpressed.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
se buttons.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
sfx_backsplash.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
sfx_black.sst,b'\x00',1,1,b'\x00\x00\x00',8,8,b'\x00',1
sfx_blastwave1.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sfx_bloodspray1.sst,b'\x00',1,3,b'\x00\x00\x00',32,32,b'\x00',3
sfx_fiery explosion.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
sfx_fire1.sst,b'\x00',1,16,b'\x00\x00\x00',32,32,b'\x00',16
sfx_fire2.sst,b'\x00',1,16,b'\x00\x00\x00',32,32,b'\x00',16
sfx_fire3.sst,b'\x00',1,16,b'\x00\x00\x00',32,32,b'\x00',16
sfx_fireball.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
sfx_firetrail1.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sfx_firetrail.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sfx_frontsplash.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
sfx_hoolahoop.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sfx_lavaglow.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sfx_light_glow.sst,b'\x00',1,1,b'\x00\x00\x00',16,16,b'\x00',1
sfx_mpfiery.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sfx_mushroomsmoke.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sfx_muzzle1.sst,b'\x00',1,5,b'\x00\x00\x00',32,32,b'\x00',5
sfx_muzzle2.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sfx_navalripple.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sfx_nukeblast.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sfx_shockwave.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
sfx_smokepuff.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sfx_smoketrail1.sst,b'\x00',1,11,b'\x00\x00\x00',32,32,b'\x00',11
sfx_smoketrail2.sst,b'\x00',1,8,b'\x00\x00\x00',32,32,b'\x00',8
sfx_sparks1.sst,b'\x00',1,2,b'\x00\x00\x00',32,32,b'\x00',2
sfx_splash.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sfx_volcano_00t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
sha_a10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_a7vt.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_aircraft_10t.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_apollot.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_archeryrange_03t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_archeryrange_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_archeryrange_05t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_asianpagoda_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_atomicbomber12t.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_b2t.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_b52t.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_ballistat.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_barracks_01t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_barracks_03t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_barracks_05t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_barracks_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_barracks_08t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_barracks_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_barracks_13t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_birdt.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_blueminaret_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_bluemosque_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_bomber12t.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_buckinghampalace_10t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
sha_c47t.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_capital_01t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_capital_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_catapultt.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_chinookt.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_circle.sst,b'\x00',1,1,b'\x00\x00\x00',16,16,b'\x00',1
sha_colosseum_05t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
sha_deadtreet.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_deert.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_eiffeltower_09t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
sha_f66t.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_f86t.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_fighter111t.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_fighter112t.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_fighter211t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_fighter212t.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_fortress_03t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_fortress_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_fortress_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_fortress_08t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_fortress_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_fortress_12t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_gencircle_00t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_gensquare_00t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_giraffet.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_helicopterst.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_helitransport12t.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_hippot.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_horset.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_hospital_03t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_hospital_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_hospital_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_hospital_13t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_house_01t.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_house_02t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_house_03t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_house_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_house_05t.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_house_06t.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_house_07t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_house_08t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_house_09t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_house_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_house_13t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_house_14t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_ishtargate_03t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
sha_library_03t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
sha_lighthouse_04t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
sha_lighthouse_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_maplet.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_me110t.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_me262t.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_mechfactory_13t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_modernbombert.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_modernfightert.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_nuclearbase_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_nuclearbase_13t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_observation_10t.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_orthodoxchurch_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_ostricht.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_p38t.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_palmt.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_pillbox_10t.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_radardish_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_reaper_13t.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_roundtower_00t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_settlement_01t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_settlement_02t.sst,b'\x00',1,1,b'\x00\x00\x00',16,16,b'\x00',1
sha_settlement_03t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_settlement_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_settlement_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_settlement_08t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_settlement_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_siege_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_siege_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_siege_09t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_siege_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_siege_13t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_siegetowert.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_sp_castle_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_sp_castletower_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_sp_castlewall_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_sp_castlewallleft_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_sp_castlewallright_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_specialtymechfactory_14t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_spectre_13t.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_sprucet.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_square.sst,b'\x00',1,1,b'\x00\x00\x00',16,16,b'\x00',1
sha_squaretower_00t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_stable_03t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_stable_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_stable_07t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_stealtht.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_tankfactory_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_tankfactory_13t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_tankt.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_tempestt.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_temple_02t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_temple_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_temple_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_temple_09t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_temple_13t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_thebabylontower_04t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
sha_thetempleofzeus_04t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
sha_thetempleofzues_04t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
sha_tigert.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_timemachine_12t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
sha_tower_02t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_towerbabylon_04t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
sha_towncenter_01t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_towncenter_02t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_towncenter_03t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_towncenter_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_towncenter_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_trebuchett.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_unitdefault_00t.sst,b'\x00',1,1,b'\x00\x00\x00',16,16,b'\x00',1
sha_university_03t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_university_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_university_08t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
sha_ww1bombert.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_ww1fightert.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
sha_ww2fightert.sst,b'\x00',1,1,b'\x00\x00\x00',32,32,b'\x00',1
side_1_1.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
side_1_2.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
side_1_3.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
side_1_4.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
side_1_5.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
side_1_6.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
side_1_7.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
side_1_8.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
side_1.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
singleplayer_1_1.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
singleplayer_1_2.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
singleplayer_1_3.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
singleplayer_1_4.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
singleplayer_2_1.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
singleplayer_2_2.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
singleplayer_2_3.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
singleplayer_2_4.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
singleplayer_3_3.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
singleplayer_3_4.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
snow_1_1.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
snow_1_2.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
snow_1_3.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
snow_1_4.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
snowdirt_1_1.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
snowdirt_1_2.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
snowdirt_1_3.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
snowdirt_1_4.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
snowflake.sst,b'\x00',1,1,b'\x00\x00\x00',16,16,b'\x00',1
snowgrass_1_1.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
snowgrass_1_2.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
snowgrass_1_3.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
snowgrass_1_4.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
snowtufts_1_1.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
snowtufts_1_2.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
snowtufts_1_3.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
snowtufts_1_4.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
sparkle.sst,b'\x00',1,1,b'\x00\x00\x00',16,16,b'\x00',1
splash_1_1.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
splash_1_2.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
splash_1_3.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
splash_2_1.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
splash_2_2.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
splash_2_3.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
splash_3_4.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
splash.sst,b'\x00',1,9,b'\x00\x00\x00',128,128,b'\x00',9
stalk01.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
statusbar_01.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
statusbar_02.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
statusbar_03.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
statusbar_04.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
statusbar_left_01.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
statusbar_left_02.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
statusbar_left_03.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
statusbar_right_01.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
statusbar_right_02.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
statusbar_right_03.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
statusbar_tileable_middle_01a.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
statusbar_tileable_middle_01.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
statusbar_tileable_middle_02a.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
statusbar_tileable_middle_02.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
statusbar_tileable_middle_03a.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
statusbar_tileable_middle_03.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
stoneroad_2_10.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
stoneroad_2_11.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
stoneroad_2_12.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
stoneroad_2_13.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
stoneroad_2_14.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
stoneroad_2_15.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
